company_area,company_contact_mail,company_desc,company_location,company_name,company_phone,company_website
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",Lokum Oyun Yayıncılık ve Pazarlama A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://www.lokumgames.com/
Pazarlama Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",WINFLUENCER DİJİTAL PAZARLAMA HİZMETLERİ ANONİM ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://winfluencer.app/
Sağlık Hizmetleri,ariteknokent@ariteknokent.com.tr,"Borda Teknoloji, yurti&ccedil;i ve yurtdışında 50&rsquo;den fazla hastanede IoT ile operasyonel farkındalık sağlayarak hizmet kalitesi ve operasyonel verimliliği artırmaktadır. Şirket, 2021 yılında İsve&ccedil;li şirket Texi ile Nordik pazarı hedefleyen ortak girişim &ldquo;BordaTex&rdquo;i kurmuştur.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",BORDA,+90 (212) 285 45 79-80 (4 Hat),https://www.bordatech.com/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",BOMENSOFT BİLGİSAYAR TEKNOLOJİLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://www.bomensoft.com/
Otomasyon,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",SUTECH OTONOM TEKNOLOJİ A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://sucooter.com/
Elektronik,ariteknokent@ariteknokent.com.tr,"MKR-IC tasarım merkezi, ağırlıklı olarak yerel ama genel olarak d&uuml;nya &ccedil;apında elektronik end&uuml;strisine ASIC &ccedil;&ouml;z&uuml;mleri sunmak amacıyla 1992 yılında İstanbul&#39;da kuruldu.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",MİKROELEKTRONİK ARAŞTIRMA GELİŞTİRME TASARIM VE TİCARET LTD. ŞTİ.,+90 (212) 285 71 92,http://www.mkr-ic.com
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,Camalon&#39;un enerji firmaları i&ccedil;in geliştirmekte olduğu &quot;Akaryakıt Fiyatlandırma ve Bilgilendirme Uygulamaları&quot; 4 kıtada 25&#39;den fazla &uuml;lkede kullanılmaktadır.,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 2 Binası Maslak / İstanbul",CAMALON,+90 (212) 285 07 89,http://www.camalon.com
Bilişim Teknolojiler,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",Numanufacturing IoT ve AI Bilişim Teknolojileri AŞ,+90 (212) 285 45 79-80 (4 Hat),https://numanufacturing.net/
Bilgi Teknolojisi,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",PİSANO MÜŞTERİ İLETİŞİM ÇÖZÜMLERİ VE BİLGİ TEKNOLOJİLERİ A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://www.pisano.com/tr/
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",ABRAKADABRA,+90 (212) 285 45 79-80 (4 Hat),https://abrakadabra.com.tr/tr/anasayfa
Bilgi Teknolojisi,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",RADİD BİLGİ TEKNOLOJİLERİ SAN. VE TİC. LTD. ŞTİ.,+90 (212) 285 45 79-80 (4 Hat),
Yazılım,ariteknokent@ariteknokent.com.tr,"Dok&uuml;man Arşivleme sekt&ouml;r&uuml;nde Pazar Lideri olan Kod-A, yılda 1 milyar evrak işleme kapasitesi ile d&uuml;nyanın evrağını işliyor.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",KODA BİLİŞİM SANAYİ VE TİCARET A.Ş.,+90 (212) 285 71 92,https://kod-a.com/
Gıda Sanayi,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",Doktar Teknoloji A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://www.doktar.com/tr/
Fintech,ariteknokent@ariteknokent.com.tr,"Token; k&acirc;rlı ve verimli iş y&ouml;netimi sağlayan &ouml;deme sistemleri geliştirerek, &ouml;l&ccedil;eği fark etmeksizin t&uuml;m işletmelere eşit koşullar sağlıyor ve büyümelerini destekleyecek hizmetler sunan bir firmadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",Token Finansal Teknolojiler A.Ş.,+90 (212) 285 71 92,https://www.tokeninc.com/iletisim/
Yazılım,ariteknokent@ariteknokent.com.tr,"Corbone, yeni nesil iletişim sağlayan&nbsp;Global Bilgi Operat&ouml;r&uuml;&rsquo;d&uuml;r","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",CORBONE İNOVASYONLAR VE TEKNOLOJİLER TİCARET ANONİM ŞİRKETİ,+90 (212) 285 71 92,https://www.corbone.com/
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",STORK CAMPER TEKNOLOJİ ANONİM ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://storkcamper.com/
İnşaat,ariteknokent@ariteknokent.com.tr,"BM SUMER&rsquo;in geliştirdiği y&ouml;ntem ve uygulamalar, deniz yapıları etrafında dalga ve akım kaynaklı sıvılaşma ve oyulma problemlerinin hesabı i&ccedil;in t&uuml;m d&uuml;nyada kullanılmaktadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",BM SUMER Consultancy & Research,+90 (212) 285 71 92,http://bmsumer.com
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",MİTOS MİKRODALGA GÖRÜNTÜLEME SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),
Bilişim Teknolojiler,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",SOCIODIGITAL ANALYTICS BİLİŞİM TEKNOLOJİLERİ LİMİTED ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://sodaco.net/
IoT,ariteknokent@ariteknokent.com.tr,"Ricon, 2002 yılından beri işletmeler i&ccedil;in mobil bağlantı &ccedil;&ouml;z&uuml;mleri konusunda uzmanlaşmış uluslararası bir şirkettir. Ricon&rsquo;un y&uuml;ksek kaliteli h&uuml;cresel y&ouml;nlendiricileri ve makineden makineye (M2M) y&ouml;netim yazılımı hızlı, g&uuml;venli ve g&uuml;venilir bir bağlantı, y&uuml;k devretme yedeklemesi, uzaktan izleme ve bakım sağlar. Ricon, d&uuml;nya &ccedil;apında 500.000&#39;den fazla işyerinde kullanılmaktadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",Ricon İletişim Anonim Şirketi,+90 (212) 285 45 79-80 (4 Hat),https://riconmobile.com/tr
Bilişim,ariteknokent@ariteknokent.com.tr,"Payten, finansal olmayan ve finansal kuruluşlar i&ccedil;in kartlı ve kartsız işlemleri destekleyen eksiksiz &ouml;deme sekt&ouml;r&uuml; &ccedil;&ouml;z&uuml;mleri sunar.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",PAYTEN TEKNOLOJİ ANONİM ŞİRKETİ,+90 (212) 285 71 92,http://www.payten.com
Elektronik & Bilişim,ariteknokent@ariteknokent.com.tr,"&Ouml;L&Ccedil;SAN, &uuml;lkemizin en b&uuml;y&uuml;k &ouml;zel ve kamu kurumlarının ge&ccedil;iş kontrol g&uuml;venliğini &nbsp;KIMO ile sağlamakta ve siber g&uuml;venlik alanında zayıf şifre zafiyetlerini &nbsp;EagleEYE ile engellemektedir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",ÖLÇSAN,+90 (212) 285 45 79-80 (4 Hat),http://olcsancad.com/
Çevre Teknolojileri,ariteknokent@ariteknokent.com.tr,"İklim değişikliğinin azalan su kaynakları &uuml;zerindeki etkilerinin azaltılması i&ccedil;in, T&uuml;rk sanayi sekt&ouml;r&uuml;n&uuml;n su verimli teknolojileri kullanması ve s&uuml;rd&uuml;r&uuml;lebilir su kullanımına katkı sağlaması i&ccedil;in projeler y&uuml;r&uuml;t&uuml;yoruz.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",İO ÇEVRE ÇÖZÜMLERİ,+90 (212) 285 71 92,http://www.iocevre.com
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Virgasoft başta enerji sekt&ouml;r&uuml; olmak &uuml;zere state of the art y&ouml;netim, tahmin ve optimizasyon &ccedil;&ouml;z&uuml;mleri sunan bir yazılım şirketidir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",VİRGASOFT,+90 (212) 285 71 92,http://www.virgasoft.net
Mühendislik,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",ALKAZAR MÜHENDİSLİK VE DANIŞMANLIK LİMİTED ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://alkazar.com.tr/tr/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Y&uuml;ksek teknoloji şirketi Kron, d&uuml;nyanın &ouml;nde gelen Ayrıcalıklı Erişim Y&ouml;netimi &uuml;r&uuml;n&uuml; Single Connect ile 5 kıtada 1 milyondan fazla sistemi koruyor.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",KRON,+90 (212) 285 45 79-80 (4 Hat),https://kron.com.tr/
BİYOTEKNOLOJİ,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",GDD BIOLABS İLAÇ BİYOTEKNOLOJİ ARGE DANIŞMANLIK VE TİCARET ANONİM ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),
Çevre Teknolojileri,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",PARKERA AR-GE VE SÜRDÜRÜLEBİLİR TEKNOLOJİLER TİC. A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://parkera.org/
Bilişim,ariteknokent@ariteknokent.com.tr,"Mobilexpress, online satışa y&ouml;nelik t&uuml;m ihtiya&ccedil;larınızı ve daha fazlasını tek bir platform &uuml;zerinden kolayca y&ouml;netmenizi sağlar. &nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",NET SATIŞ İLETİŞİM VE DANIŞMANLIK TİCARET A.Ş.,+90 (212) 285 71 92,https://www.mobilexpress.com.tr/
Bilişim,ariteknokent@ariteknokent.com.tr,"Arkadyas, 1985&#39;ten bu yana etkinlik yazılım ve donanımları &uuml;retiyor. Kongre ve etkinlik sekt&ouml;r&uuml;nde en bilinen &uuml;r&uuml;n&uuml; DigiCon, herhangi bir etkinliğin her aşamasını kusursuz y&ouml;netmeyi&nbsp;sağlayan benzersiz bir yazılımdır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",ARKADYAS BİLİŞİM HİZ. SAN. TİC. LTD. ŞTİ.,+90 (212) 285 71 92,http://arkadyas.com
Bilişim,ariteknokent@ariteknokent.com.tr,"&nbsp; PIXSelect,&nbsp;m&uuml;şterilerin&nbsp;video ihtiya&ccedil;larını belirliyen&nbsp;ve mevcut CCTV sistemleri &uuml;zerinden akıllı y&ouml;netim platformlarını&nbsp;tanıtan bir firmadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",PIXSELECT TEKNOLOJİ A.Ş.,+90 (212) 285 71 92,https://www.pixselect.com.tr/
Tekstil,ariteknokent@ariteknokent.com.tr,"CETEKS firmasının ASELSAN ile işbirliği neticesinde &uuml;rettiği tekstil tabanlı elektronik g&uuml;&ccedil; ve veri iletim sistemlerini i&ccedil;eren &ldquo;e-Tekstil Tabanlı Askeri Yelek&rdquo;, Uluslararası Savunma Sanayi Fuarı&#39;nda yoğun ilgi g&ouml;rm&uuml;şt&uuml;r","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 2 Binası Maslak / İstanbul",CETEKS,+90 (212) 285 07 89,https://cetex.com.tr/
Yazılım,ariteknokent@ariteknokent.com.tr,"Pixelplus, 20 yıldır geliştirdiği yazılımlarla website &uuml;retim ve y&ouml;netim s&uuml;re&ccedil;lerinde %40, proje y&ouml;netiminde %60&rsquo;a varan verimlilik sağlamaktadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",PİKSEL İNTERNET VE REKLAM HİZMETLERİ  TİCARET A.Ş.,+90 (212) 285 71 92,http://www.pixelplus.net
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",SEKGAMES OYUN YAZILIM TEKNOLOJİ VE PAZARLAMA A.Ş.,+90 (212) 285 71 92,https://www.sekgames.com/
Yazılım,ariteknokent@ariteknokent.com.tr,"Jibe Games, Tutkulu insanların kaliteli oyunlar &uuml;retmesi i&ccedil;in eşsiz bir k&uuml;lt&uuml;re sahip mutlu bir &ccedil;alışma ortamı yaratan bir oyun şirketidir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",Gybe Games Teknoloji A.Ş.,+90 (212) 285 71 92,https://gybegames.com/
Bilişim,ariteknokent@ariteknokent.com.tr,"Amani, 2018 yılında eski bir Deloitte Ortağı olan Hamid Khan tarafından kuruldu ve Dubai Uluslararası Finans Merkezi&#39;nde (&ldquo;DIFC&rdquo;) ilk Reg&uuml;lasyon Teknolojisi İnovasyon ve Teknoloji Lisansı sahibiydi.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",AMANI AI YAPAY ZEKA TEKNOLOJİLERİ LİMİTED ŞİRKETİ,+90 (212) 285 71 92,http://www.amani.ai
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",MB OYUN YAZILIM VE PAZARLAMA A.Ş.,+90 (212) 285 71 92,http://www.madbytegames.com
Elektronik & Bilişim,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",RAVINSPECT TEKNOLOJİ SANAYİ VE TİCARET A.Ş.,+90 (212) 285 71 92,http://www.ravinspect.com
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",PROMA TEKNOLOJİ ARAŞTIRMA GELİŞTİRME MÜHENDİSLİK LİMİTED ŞİRKETİ,+90 (212) 285 71 92,https://promateknoloji.com/
Elektronik & Bilişim,ariteknokent@ariteknokent.com.tr,"Tradesoft, 1997 yılından bu yana geliştirdiği teknoloji &ccedil;&ouml;z&uuml;mleriyle sermaye piyasalarına y&ouml;n veren bir firma.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",ATP TİCARİ BİLGİSAYAR AĞI VE ELEKTRİK GÜÇ KAYNAKLARI ÜRETİM PAZARLAMA VE TİCARET A.Ş.,+90 (212) 285 71 92,http://www.tradesoft.com.tr
Bilişim,ariteknokent@ariteknokent.com.tr,"&nbsp; ERG KONTROL, 10 yılı aşkın deneyime sahip bir teknoloji şirketi olarak şu anda yapay zeka ve son teknoloji duyusal cihazlarla yeni bir &uuml;r&uuml;n geliştiriyor.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",ERG KONTROL SİSTEMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,+90 (212) 285 71 92,https://www.ergautomation.com/
Yazılım,ariteknokent@ariteknokent.com.tr,"MITOS Medical Technologies, yirmi yıllık akademik araştırma deneyimini sağlık alanında yeni ve son teknoloji tıbbi cihazlara d&ouml;n&uuml;şt&uuml;rmek i&ccedil;in kurulmuştur.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 2 Binası Maslak / İstanbul",MİTOS MEDİKAL TEKNOLOJİLER SAN. VE TİC. A.Ş.,+90 (212) 285 07 89,http://www.mitosmedikal.com
Bilgi Teknolojisi,ariteknokent@ariteknokent.com.tr,"GENCROBAT,&nbsp; veri analizi s&uuml;resini ve kalitesini artırmak i&ccedil;in sıralama merkezleri ile bulut bilişim hizmetleri arasındaki boşluğu kapatmayı ama&ccedil;layan bir firmadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",GENPUTE HESAPLAMA TEKNOLOJILERI A.S.,+90 (212) 285 71 92,https://genpute.com/
Malzeme,,B-Plas Firması geliştirdiği foksiyonel ince film kaplamalar ile y&uuml;ksek verimli g&uuml;neş soğurucu malzemelerin yerli &uuml;retimini ger&ccedil;ekleştirmektedir.,Ankara,B-PLAS,,http://www.bplas.com.tr/
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",GAİA MÜHENDİSLİK VE TEKNOLOJİ LTD. ŞTİ.,+90 (212) 285 45 79-80 (4 Hat),https://gaiateknoloji.com.tr/
Yazılım,ariteknokent@ariteknokent.com.tr,"Virtual Projects, eğlencenin inovasyonla buluştuğu k&uuml;resel bir teknoloji şirketidir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",Virtual Projects Oyun Yazılım ve Teknoloji Limited Şirketi,+90 (212) 285 71 92,https://www.virtualprojects.co/
Bilişim,ariteknokent@ariteknokent.com.tr,"INVEON, bir kurumsal e-ticaret yazılım platformu ve dijital b&uuml;y&uuml;me y&ouml;netimi hizmetleri sağlayıcısı olarak&nbsp;kurumsal şirketlere s&uuml;rd&uuml;r&uuml;lebilir b&uuml;y&uuml;me ile birleşik ve &ouml;l&ccedil;eklenebilir bir dijital ticaret varlığı sunar ve onları ticaretin geleceğine y&ouml;nlendirir.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",INVEON BİLGİ TEKNOLOJİLERİ DANIŞMANLIK VE TİCARET A.Ş.,+90 (212) 285 71 92,https://www.inveon.com/
Bilgi Teknolojisi,ariteknokent@ariteknokent.com.tr,"Reengen, IoT &amp; AI teknolojilerini kullanarak ticari işletmelerde dijital enerji d&ouml;n&uuml;ş&uuml;m&uuml;n&uuml; hızlandıran bir yazılım şirketidir.&nbsp; Geliştirdiği Platform ile kurumlara %15&rsquo;e kadar enerji maliyet tasarrufu, %20&rsquo;ye kadar karbon ayak izi d&uuml;ş&uuml;ş&uuml; ve %60&rsquo;a kadar operasyonel verimlilik sağlayabilmektedir. Ayrıca Platformları ile bug&uuml;ne kadar 1.2 Giga ton karbon ayak izi d&uuml;ş&uuml;ş&uuml; sağlamışlardır.&nbsp; &nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",REENGEN,+90 (212) 285 71 92,http://www.reengen.com/
Enerji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",SMARTE TEKNOLOJİ VE ENERJİ SAN. TİC. A.Ş.,+90 (212) 285 71 92,https://www.plussmarte.com/
Bilişim,ariteknokent@ariteknokent.com.tr,"Eyedius Koruma Kalkanı, yalnızca g&uuml;venlik kamera g&ouml;r&uuml;nt&uuml;lerinizi yapay zeka ile analiz ederek, ş&uuml;pheli girişlerin yanı sıra; kapı, pencere, elektrikli cihazların a&ccedil;ık ve kapalı durum kontrollerini otomatik olarak yapar.&nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",EYEDİUS TEKNOLOJİ ANONİM ŞİRKETİ,+90 (212) 285 71 92,https://www.eyedius.com/
Fintech,ariteknokent@ariteknokent.com.tr,"Smart Advice, yapay zeka ve davranışsal finansa odaklanarak bankacılık, sigorta, emeklilik ve varlık y&ouml;netimi sekt&ouml;rleri i&ccedil;in finansal &ccedil;&ouml;z&uuml;mler sunan bir fintek şirketidir.&nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",SMART ADVICE FİNANSAL TEKNOLOJİLER A.Ş,+90 (212) 285 71 92,https://www.smartadvice.com.tr/
Bilgi Teknolojisi,ariteknokent@ariteknokent.com.tr,"Blesh, m&uuml;şterilerinizi Anlamak davranış alışkanlıkları ve buna g&ouml;re onlara &uuml;r&uuml;n&uuml; sağlamak veya ihtiya&ccedil; duydukları hizmetleri sağlayan bir firmadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",SOSYAL AĞLAR ELEKTRONİK TİC. A.Ş.,+90 (212) 285 71 92,https://www.blesh.com/
Teknoloji,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",VUVY TEKNOLOJİ A.Ş.,+90 (212) 285 45 79-80 (4 Hat),https://vuvy.com/
Yazılım,ariteknokent@ariteknokent.com.tr,"HI-SIM firması %100 yerli imk&acirc;nlarla geliştirdiği Hi-SimuX (TM) yazılımı ile elektrikli ulaşım sistemlerinin hareket, sinyalizasyon ve cer g&uuml;c&uuml; sim&uuml;lasyonunu yaparak 100&#39;den fazla projede yerli ve yabancı tasarım ve işletme firmalarına destek sağlamıştır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",HI-SIM,+90 (212) 285 45 79-80 (4 Hat),http://www.hisim.com.tr/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Uluslararası finansal mesajlaşma ve kara para aklamayı &ouml;nlemek i&ccedil;in yazılım &ccedil;&ouml;z&uuml;mleri, teknik danışmanlık ve outsource hizmetleri sağlamak adına 2002 yılında İstanbul&rsquo;da kurulan Fineksus, 2013 yılında b&ouml;lgesel operasyonlarını geliştirmek i&ccedil;in Dubai&rsquo;deki ilk yurtdışı ofisini a&ccedil;tı.&nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 2 Binası Maslak / İstanbul",FINEKSUS,+90 (212) 285 07 89,http://www.fineksus.com/
Denizcilik,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",GEMTEKNO,+90 (212) 285 45 79-80 (4 Hat),
Enerji,ariteknokent@ariteknokent.com.tr,"RePG Enerji teknolojisi: &lsquo;Gizli Isı&rsquo;, &#39;D&uuml;ş&uuml;k Atık Isı&#39; ve &#39;Atık Isı&#39; kullanarak elektrik &uuml;retebilen %100 yeni nesil yenilenebilir enerji teknolojisidir. &nbsp;","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",REPG,+90 (212) 285 71 92,http://www.repgenergy.com.tr/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Etcbase Yazılım, KOSGEB Teknoyatırım Projesi Destekli &quot;UYAP G&ouml;rev Y&ouml;neticisi (UGY)&quot; &uuml;r&uuml;n&uuml;n&uuml;, Avukatların UYAP Avukat Portal &uuml;zerinde ger&ccedil;ekleştirdikleri yasal takip işlemlerini (Takip A&ccedil;ılış, SGK, EGM, TAKBIS, MERNIS vb. t&uuml;m resmi kurum sorguları ve talepler) kurum sistemleri ile etkileşimli olarak ve farklı işlem kanallardan merkezi yapıda ger&ccedil;ekleştirebilen yegane &uuml;r&uuml;n olarak avukatların kullanımına sunmaktadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 2 Binası Maslak / İstanbul",ETCBASE YAZILIM,+90 (212) 285 07 89,http://www.etcbase.com/
Enerji,,Batkon Batarya Kontrol Teknolojileri A.Ş. akıllı enerji depolama sistemlerine y&ouml;nelik IoT destekli batarya y&ouml;netim ve izleme sistemleri &uuml;reten bir teknoloji şirketidir.,Ankara,BATKON BATARYA TEKNOLOJİLERİ,,http://batkon.com/
Yazılım,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",COUNTERFAKE YAZILIM TEKNOLOJİLERİ ANONİM ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://counterfake.ai/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Imona, ImonaGame kurumsal oyunlaştırma &uuml;r&uuml;n&uuml; ile&nbsp;&uuml;retim, satış ve operasyon verimliliğini arttırmaktadır. Perakende sekt&ouml;r&uuml;nde bir mağazacılık firması, oyunlaştırma projesi ile 6 ay gibi kısa bir s&uuml;rede satışlarını %10 oranında arttırmıştır. Sigorta sekt&ouml;r&uuml;nde yer alan bir firma, &uuml;r&uuml;nlerinde %30 satış artışı yakalamıştır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",IMONA CLOUD,+90 (212) 285 45 79-80 (4 Hat),http://www.imonacloud.com
Bilişim Teknolojiler,ariteknokent@ariteknokent.com.tr,,"İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 3 Binası Maslak / İstanbul",VENUEX BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ,+90 (212) 285 45 79-80 (4 Hat),https://www.venuex.io/
Bilgisayar ve İletişim Teknolojileri,ariteknokent@ariteknokent.com.tr,"Model, her sekt&ouml;r&uuml;n kendine &ouml;zg&uuml; dinamiklerini g&ouml;zeten, sekt&ouml;re &ouml;zel sorunları &ccedil;&ouml;zecek şekilde &ouml;zelleştirilebilen ERP &ccedil;&ouml;z&uuml;mleri sunmaktadır. &Ccedil;&ouml;z&uuml;mlerin temelinde işletmenin t&uuml;m iş s&uuml;re&ccedil;lerinin modellenebileceği Model ERP yer almaktadır. Model&#39;in &ouml;zg&uuml;n yazılım teknolojisinin (Anadil Platformu) verdiği esneklik sayesinde yeni yazılım bileşenleri olduk&ccedil;a hızlı bir şekilde geliştirilerek m&uuml;şterilerin kullanımına sunulmaktadır.","İTÜ Ayazağa Yerleşkesi, Koru Yolu ARI 1 Binası Maslak / İstanbul",MODEL,+90 (212) 285 71 92,http://mbi.com.tr/
