company_area,company_contact_mail,company_desc,company_location,company_name,company_phone,company_website
ELEKTRONIK,harun.artuner@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,Tellus Araştırma Geliştirme Ve Mühendislik Anonim Şirketi,(553) 979-16-66; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
ELEKTRONIK,info@hacettepeteknokent.com.tr; info@teknotolya.com,,Ankara,Teknotolya Teknoloji Anonim Şirketi,(850) 303-03-03; (312) 297 71 62; (312) 297 60 93,http://www.teknotolya.com.tr/; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.teknotolya.com.tr/
ELEKTRONIK,enver.cavus@tera-micro.com; info@hacettepeteknokent.com.tr,,Ankara,TERA-HZ MİKROELEKTRONİK TİC. LTD. ŞTİ.,(312) 484-41-99; (312) 297 71 62; (312) 297 60 93,http://www.tera-micro.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.tera-micro.com
ELEKTRONIK,info@hacettepeteknokent.com.tr; pdemir@rstteknoloji.com.tr,,Ankara,Rst Uzaktan Algılama Ve Güvenlik Teknolojileri Bilişim Elek. Dan. Müh. Mim. Tic. A.Ş.,(312) 287-01-15; (312) 297 71 62; (312) 297 60 93,http://www.rstteknoloji.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.rstteknoloji.com.tr
ELEKTRONIK,info@hacettepeteknokent.com.tr; polar@polarteknoloji.com,,Ankara,POLAR ARAŞTIRMA DANIŞMANLIK VE TEKNOLOJİ GELİŞTİRME MERKEZİ SANAYİ VE TİCARET ANONİM ŞİRKETİ HACETTEPE TEKNOKENT ŞUBESİ,(312) 999-06-06; (312) 297 71 62; (312) 297 60 93,http://www.polarteknoloji.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.polarteknoloji.com
ELEKTRONIK,arge@karel.com.tr; info@hacettepeteknokent.com.tr,,Ankara,Karel Elektronik Sanayi Ve Ticaret A.Ş.,(312) 265-02-90; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
ELEKTRONIK,info@gesislab.com; info@hacettepeteknokent.com.tr,,Ankara,Gesislab Elektrik Elektronik Sistemler Yazılım Mühendislik Danışmanlık Sanayi Ve Tic.ltd.şti.,(312) 666-05-14; (312) 297 71 62; (312) 297 60 93,http://www.gesislab.com; https://hacettepe.edu.tr; https://www.gesislab.com; https://www.hacettepettm.com/
ELEKTRONIK,info@etb.com.tr; info@hacettepeteknokent.com.tr,,Ankara,ETB ELEKTRONİK TEKNOLOJİ ve BİLİŞİM HİZMETLERİ SANAYİ ve TİCARET ANONİM ŞİRKETİ,(312) 299-20-23; (312) 297 71 62; (312) 297 60 93,http://www.etb.com.tr; https://hacettepe.edu.tr; https://www.etb.com.tr; https://www.hacettepettm.com/
ELEKTRONIK,info@hacettepeteknokent.com.tr; myedekci@aselsan.com,,Ankara,Aselsan Elektronik Sanayi Ve Ticaret Anonim Şirketi,(312) 592-21-65; (312) 297 71 62; (312) 297 60 93,http://www.aselsan.com.tr; https://hacettepe.edu.tr; https://www.aselsan.com.tr; https://www.hacettepettm.com/
ELEKTRONIK,info@hacettepeteknokent.com.tr; oerdogan@astrag.com.tr,,Ankara,ASTRAG TEKNOLOJI ANONIM SIRKETI,(312) 241-84-38; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,agunaydin@oyak.com.tr; info@hacettepeteknokent.com.tr,,Ankara,İNDİSOL BİLİŞİM VE TEKNOLOJİ HİZMETLERİ A.Ş.,(312) 415-62-33; (312) 297 71 62; (312) 297 60 93,http://www.indisol.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.indisol.com.tr
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@volthread.com,,Ankara,VOLTHREAD TEKNOLOJİ A.Ş.,(850) 260-04-44; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.volthread.com/
YAZILIM-BILISIM,cagri.karahan@udemy.com; info@hacettepeteknokent.com.tr,,Ankara,Udemy Bilişim Teknolojileri Dan. Ve Müh. Hiz. Ltd. Şti.,(312) 285-82-20; (312) 297 71 62; (312) 297 60 93,http://www.udemy.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.udemy.com
YAZILIM-BILISIM,aliumutcankul05@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,UNNATURALAI YAZILIM ANONİM ŞİRKETİ,(551) 983-42-41; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; proje@turkbilgi.com.tr,,Ankara,TÜRK BİLGİ TEKNOLOJİLERİ A.Ş.,(312) 299-25-15; (312) 297 71 62; (312) 297 60 93,http://www.turkteknoloji.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.turkteknoloji.com.tr
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; muhasebe@turuncuholding.com.tr,,Ankara,Turk Finansal Teknoloji A.Ş.,(850) 202-55-22; (312) 297 71 62; (312) 297 60 93,http://www.turkfinansal.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.turkfinansal.com.tr
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@tengen.com.tr,,Ankara,Tengen Bilişim Teknolojileri Ve Danışmanlık Hizm. Tic. Ltd. Şti.,(312) 299-25-52; (312) 297 71 62; (312) 297 60 93,http://www.tengen.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.tengen.com.tr
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; kik@hs01.kep.tr,,Ankara,T.C. KAMU İHALE KURUMU,(312) 233-60-10; (312) 297 71 62; (312) 297 60 93,http://www.kik.gov.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.kik.gov.tr
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@simbiyoz.com.tr,,Ankara,SİMBİYOZ BİLİŞİM YAZILIM DAN. HİZMETLERİ,(312) 227-02-77; (312) 297 71 62; (312) 297 60 93,http://www.simbiyoz.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.simbiyoz.com.tr
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@softplus.com.tr,,Ankara,Softplus Bilgi Teknolojileri Limited Şirketi,(312) 220-06-14; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@sainovasyon.com,,Ankara,Sa İnovasyon Bilişim Enerji Danışmanlık Eğitim Ticaret A.Ş.,(553) 275-72-08; (312) 297 71 62; (312) 297 60 93,http://www.sainovasyon.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.sainovasyon.com
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@sonne.com.tr,,Ankara,SONNE TEKNOLOJİ A.Ş.,(312) 988-11-11; (312) 297 71 62; (312) 297 60 93,http://www.sonne.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.sonne.com.tr
YAZILIM-BILISIM,info@arocx.com; info@hacettepeteknokent.com.tr,,Ankara,SENTİNELİX ENDÜSTRİYEL KONTROL BİLİŞİM MÜHENDİSLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,(555) 555-55-55; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@rovenma.com,,Ankara,Rovenma Elektronik Sanayi Ticaret Ve Anonim Şirketi,(312) 397-54-54; (312) 297 71 62; (312) 297 60 93,http://www.rovenma.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.rovenma.com
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; yasal@pttteknoloji.com.tr,,Ankara,Ptt Bilgi Teknolojileri A.Ş.,(312) 284-84-42; (312) 297 71 62; (312) 297 60 93,http://www.pttteknoloji.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.pttteknoloji.com.tr
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@polarteknoloji.com.tr,,Ankara,Polar Proje Teknoloji Bilişim Mimarlık Mühendislik Ve Ticaret Anonim Şirketi,(312) 299-21-11; (312) 297 71 62; (312) 297 60 93,http://www.polarteknoloji.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.polarteknoloji.com.tr
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@pureangledesign.com,,Ankara,PURE ANGLE TEKNOLOJİ VE TASARIM ANONİM ŞİRKETİ,(537) 346-40-16; (312) 297 71 62; (312) 297 60 93,http://www.pureangledesign.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.pureangledesign.com
YAZILIM-BILISIM,hasan@proudsec.com; info@hacettepeteknokent.com.tr,,Ankara,PROUDSEC BİLGİ TEKNOLOJİLERİ GÜVENLİĞİ YAZILIM BİLİŞİM TİCARET LİMİTED ŞİRKETİ,(531) 985-92-41; (312) 297 71 62; (312) 297 60 93,http://proudsec.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,bilgi@parrhesia.com.tr; info@hacettepeteknokent.com.tr,,Ankara,PARRHESIA AKTÜERYAL DANIŞMANLIK BİLİRKİŞİLİK ARAŞTIRMA TİCARET LTD.ŞTİ.,(312) 988-12-60; (312) 297 71 62; (312) 297 60 93,http://www.aktuerbilirkisi.net; https://hacettepe.edu.tr; https://www.aktuerbilirkisi.net; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; umut@onbiron.com.tr,,Ankara,ONBİRON BİLİŞİM TEKNOLOJİLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,(312) 284-96-19; (312) 297 71 62; (312) 297 60 93,http://www.onbiron.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.onbiron.com.tr
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@ngxstorage.com,,Ankara,NGX TEKNOLOJİ A.Ş.,(312) 227-04-74; (312) 297 71 62; (312) 297 60 93,http://www.ngxstorage.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.ngxstorage.com
YAZILIM-BILISIM,gurkankadioglu@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,NEOME GAMES YAZILIM VE TİCARET LİMİTED ŞİRKETİ,(539) 270-15-93; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@mavinci.co,,Ankara,Mavinci Bilişim Sanayi Ve Ticaret A.Ş.,(312) 253-44-44; (312) 297 71 62; (312) 297 60 93,http://www.mavinci.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.mavinci.com.tr
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@map2heal.com,,Ankara,Map2heal Bilişim Teknolojileri Ve Yazılım Anonim Şirketi,(850) 532-42-96; (312) 297 71 62; (312) 297 60 93,http://www.map2heal.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.map2heal.com
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; zafer.acar@monadyazilim.com,,Ankara,MONAD YAZILIM BİLGİSAYAR EĞİTİM DANIŞMANLIK SANAYİ VE TİCARET A.Ş.,(312) 299-23-60; (312) 297 71 62; (312) 297 60 93,http://www.monad.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.monad.com.tr
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; mehmetali@metaformltd.com,,Ankara,METAFORM BİLİŞİM VE İLETİŞİM TEKNOLOJİLERİ DANIŞMANLIK SANAYİ VE TİC. A.Ş.,(312) 474-17-00; (312) 297 71 62; (312) 297 60 93,http://www.metaformltd.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.metaformltd.com; https://www.sasad.org.tr/; https://www.tbd.org.tr/; https://www.tibco.com/; https://www.yasad.org.tr/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@mastersoft.com.tr,,Ankara,MASTERSOFT YAZILIM BİLİŞİM DANIŞMANLIK LİMİTED ŞİRKETİ,(536) 410-54-41; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@krizma.com.tr,,Ankara,Krizma Bilgisayar Yazılım Sistemleri San. Tic. Ltd. Şti.,(532) 316-77-55; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://krizma.com.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@kindinetworks.com,,Ankara,Kindi Ağ Teknolojileri Anonim Şirketi,(312) 397-54-54; (312) 297 71 62; (312) 297 60 93,http://www.kindinetworks.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.kindinetworks.com
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@sistemim.com.tr,,Ankara,Karaca Grup Bilişim Elektronik Makine Danışmanlık San. Ve Tic. Ltd. Şti.,(312) 444-75-56; (312) 297 71 62; (312) 297 60 93,http://www.sistemim.com.tr; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.sistemim.com.tr
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; projects@jotform.com,,Ankara,JOTFORM YAZILIM A.Ş.,(312) 299-23-20; (312) 297 71 62; (312) 297 60 93,http://www.jotform.com; https://hacettepe.edu.tr; https://www.hacettepettm.com/; https://www.jotform.com
YAZILIM-BILISIM,cagla.alici@iconsystem.com; info@hacettepeteknokent.com.tr,,Ankara,ICON SYSTEMS TEKNOLOJİ SİSTEM YAPI VE SANAYİ ANONİM ŞİRKETİ,(506) 936-87-40; (312) 297 71 62; (312) 297 60 93,http://iconsystems.com/; https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; ugur.yigit@goaltech.co.uk,,Ankara,Goaltech Bilişim Anonim Şirketi,(216) 491-56-37; (312) 297 71 62; (312) 297 60 93,http://goaltech.co.uk; https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@globetech.com.tr; info@hacettepeteknokent.com.tr,,Ankara,"Globetech Coğrafi Bilgi Teknolojileri, Yazılım, Planlama, Harita, Enerji, Eğitim, Mühendislik, Danışmanlık Ltd. Şti.",(532) 776-79-84; (312) 297 71 62; (312) 297 60 93,http://www.globetech.com.tr/; https://hacettepe.edu.tr; https://www.globetech.com.tr/; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; tayfun@aybek.de,,Ankara,Chiron Global Sağlık Hizmetleri Ve Ticaret Limited Şirketi,(530) 175-04-54; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; tolga@copetract.com,,Ankara,COPETRACT YAZILIM ANONIM SIRKETI,(111) 122-21-12; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,alimm@banksoft.com.tr; info@hacettepeteknokent.com.tr,,Ankara,Bilişim Bilgisayar Hizmetleri A.Ş.,(312) 299-26-06; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@beytepebilisim.com; info@hacettepeteknokent.com.tr,,Ankara,Beytepe Bilişim Ve Yazılım Teknolojileri Ltd.şti.,(850) 532-68-23; (312) 297 71 62; (312) 297 60 93,http://www.beytepebilisim.com; https://hacettepe.edu.tr; https://www.beytepebilisim.com; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; info@k12net.com,,Ankara,Atlas Eğitim Yazılımları Sanayi Ltd. Şti.,(312) 299-23-13; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,feriduncaganyilmaz@gmail.com; info@hacettepeteknokent.com.tr,,Ankara,Armasoft Bilişim Teknolojileri Yazılım Ve Danışmanlık San.tic.ltd.şti.,(312) 227-00-34; (312) 297 71 62; (312) 297 60 93,http://www.armasoftbilisim.com; https://hacettepe.edu.tr; https://www.armasoftbilisim.com; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@arksoft.com.tr; info@hacettepeteknokent.com.tr,,Ankara,Arksoft Bilişim Teknoloji Tic. San. A.Ş.,(312) 502-21-21; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,baris@arga.com.tr; info@hacettepeteknokent.com.tr,,Ankara,Arga Bilişim Elektronik Makina Ltd.şti.,(312) 299-22-96; (312) 297 71 62; (312) 297 60 93,http://www.arga.com.tr; https://hacettepe.edu.tr; https://www.arga.com.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; mustafa.saral@alfatrend.com.tr,,Ankara,ALFA TREND TEKNOLOJİ LİMİTED ŞİRKETİ,(506) 883-36-43; (312) 297 71 62; (312) 297 60 93,https://hacettepe.edu.tr; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@hacettepeteknokent.com.tr; ozdemirmazhargokhan@gmail.com,,Ankara,ADWİSE KURUMSAL DANIŞMANLIK LİMİTED ŞİRKETİ,(534) 546-66-57; (312) 297 71 62; (312) 297 60 93,http://www.adwisekurumsal.com; https://hacettepe.edu.tr; https://www.adwisekurumsal.com; https://www.hacettepettm.com/
YAZILIM-BILISIM,info@adeo.com.tr; info@hacettepeteknokent.com.tr,,Ankara,ADEO BİLİŞİM DANIŞMANLIK HİZMETLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,(216) 472-35-35; (312) 297 71 62; (312) 297 60 93,http://www.adeo.com.tr; https://hacettepe.edu.tr; https://www.adeo.com.tr; https://www.hacettepettm.com/
